"id","customer","isAnonymous","anonymousBind","createdAt","ipAddress","useragent","acceptLanguage","consumerApp","unnecessary2","touchpoint","location"
"100529","142","0","","2021-09-24 17:14:52","169.87.106.122","Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0","fr-CA","","xRbEmheGwQXlmkYpdLTRCfnHAvhEIqhuVHXTSMNDpzDKVfDbmELXw","SMS_CODE","3"
"100530","189","1","USERAGENT","2021-08-30 20:55:50","216.113.3.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","de-DE","","ZTGGQtgTLLeczKwNeTtfuYYqPyMotcbgBPwGizXxDchDbthlKNEidOYOt aTYbJzblYwgXWWMOndXFSpVnXlOiE dVv","SMS_CODE","7"
"100531","152","0","","2021-08-30 21:59:17","244.118.8.77","Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0","fr-CA","","NdMvOO oZpqqyvsJhEYSiXQUpZkyeoWpVLJTPDeGDuiZAQIXciNGCLnwezowQMpleQmitkJdwdFR","E_COMMERCE_STORE","4"
"100532","181","1","IP_ADDRESS","2021-09-15 06:45:07","165.157.247.72","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","de-AT","","sBNdNcrDgSGFZFQTPlJCfjffNIRNDqligqBZicSAwfVsRRSAdWcjbeJjUAmAlCo","BRAND_WEBSITE","1"
"100533","165","1","MAC_ADDRESS","2021-08-08 09:55:57","17.251.78.15","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","es-MX","","tblEodDhlSleukooNMelZMogfhimcnQxGpMDAEFIYkETUfWaTcR","SMS_CODE","1"
"100534","103","0","","2021-09-19 05:13:46","235.85.121.12","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","fr-FR","","iitzVdco lnSLfazIwHXpKMLZzFVhRyHoBSxdVlCUj IZkkRYmiyuSrsvqf","E_COMMERCE_STORE","3"
"100535","119","0","","2021-09-17 14:32:27","20.175.179.252","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","fr-BE","","VHkGZrHMTnhDfTMoWXbvBCljIBquHXTMaspcvZDGwxgZeNqwILXcKWdMTlUSRmATfEGS MHoOVNxfyPFWA XLWXxGXON","MANUAL_CODE","4"
"100536","197","1","MAC_ADDRESS","2021-08-28 17:19:09","217.181.98.69","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","et-EE","","fkYRFCQLHLHpcuQrWCh ZWeQJOMktTDKSzjwhbsPTUEe GkaoOZMhLhnCqsRCasl NLxDtO","ONLINE_STORE","2"
"100537","108","1","IP_ADDRESS","2021-08-02 17:17:43","176.189.28.224","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0","de-AT","","CDXvNNqvYxtTPCqTxErZZWJXYrGpMONYbrDjKVVhkttxVvVeqgmUXcTxCpUgcNZNHAyTGmttUekLtuQjHckvQoitnnHP","MANUAL_CODE","5"
"100538","111","0","","2021-09-20 21:58:49","72.73.23.51","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","et-EE","","RjOnHzyX gKWiSClRNFsfPHchCSbIGMqFCkMmBbuXwg mXimLCFeeSHnapUjdRk","SMS_CODE","10"
"100539","176","0","","2021-08-06 20:39:28","12.136.180.189","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0","fr-BE","ikea-ios.v2","DSKHvrRpRs NaFmCnuevSAnNfimjoYCRvBMqCAlQV MisIfyEXGHcf","SOCIAL_MEDIA","8"
"100540","144","1","IP_ADDRESS","2021-08-21 23:49:59","156.44.60.49","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36","es-MX","","aZPnHnVLewbFrC wYjhTzubheveAEvbunyyRGoJpEUPDrLzYodhfvAxzRPijIvoRKBVgsUQKhsgVNWHzTiZkBNy","ONLINE_STORE","3"
"100541","158","0","","2021-09-20 10:23:12","186.192.41.200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.78","de-DE","","zTYMhC HAxEMdvMjQjHiLFcPiTIXEYMtDtdhkaGJKkhi kAZkBxbCdOzTRJZMFoDfGdhJGmZUpjmTIelTyjYYskn","CAMPAIGN_LINK","2"
"100542","115","1","IP_ADDRESS","2021-08-15 21:06:27","88.160.228.210","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","fr-BE","ikea-ios.v2","CYGTFteSKvwArrGcoMAs DcKbxgRRvWAX UEFCNGnYQVNRatDkGLLBFxMCSpWwGLtGYpLvu","M2M_SDK","7"
"100543","135","0","","2021-09-24 11:02:51","58.1.155.243","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.78","de-DE","ikea-ios.v3","MxaBlkcgjhRlEQPa GU ysS ARpwbLZAIDmYrMDVnonTqoAAxsJuTsFtxlglOCqdOKMSaNsY MBUTE TdoUogM","CAMPAIGN_LINK","4"
"100544","119","1","USERAGENT","2021-08-28 15:20:01","100.238.42.30","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84","fr-BE","","KYfSulXIlrECEYmoDXJnnjZCpoHTfrWoIqkkVbeJjzUoKWiAB KLWCsSMbeLfLrueulUgOyDuzUhfaI iZxnMbUvOkjxEKEvbSRF","SOCIAL_MEDIA","1"
"100545","105","1","USERAGENT","2021-08-10 04:25:55","148.53.230.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","es-AR","","EcJVGonlbUNgtmigTnoDnupxsBSoMTKVNOhpcGrEuCEeXaYYJwLPmuYQVH UeBkQUDLUnPzRbJcAJMQMimAMtIqJUKCdCE","SOCIAL_MEDIA","10"
"100546","127","0","","2021-09-07 14:18:08","174.188.201.124","Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0","es-MX","","LkTBMCoAzGlLAvFNyXosNVcBIbhpguLIccneAHnuJcfHrjJJpXKvZIj","ONLINE_STORE","5"
"100547","108","0","","2021-09-20 20:10:32","230.213.21.132","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","et-EE","","R qpWwhNrqrmshrWlDfIkNuXmXjLGUwLsz EeDhUYFMVnShAFeVpqRUT","MANUAL_CODE","7"
"100548","144","1","MAC_ADDRESS","2021-09-16 09:52:46","13.115.16.234","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","fr-BE","","AjoUSPXTNfbIzhIkEoVVZfBU SHFNxBxPzzJIGggERiWUZMYqVLyfrOJMCjvBLpwtGcblhVAChs","E_COMMERCE_STORE","5"
"100549","199","1","USERAGENT","2021-08-03 08:47:13","168.183.105.12","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0","en-US","","cCmCGzvsZsqngryHXdKzp fNhhPmdkZyeTbjYvWljpdgOvcIMDHWerIWTyymBtxbhgmgGe","MANUAL_CODE","5"
"100550","157","1","USERAGENT","2021-09-15 01:44:13","85.139.7.84","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","de-AT","","wpSuyjHpRvTaPcATFrHoldBcLQpkPVtpmbMfuKyqEMiqDLi kUxPaSRUVZSjfbHRyFuLVVPlC bK","E_COMMERCE_STORE","8"
"100551","140","1","USERAGENT","2021-08-16 22:40:14","44.185.133.56","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0","en-CA","","EogIYOYuXrhLtbsYwICLwVoMWtqXWCmSzZgJOzfhHTbYdmWmFszHjgzcznBEPbvjAqGznjQEePKYxsWtKdd","M2M_SDK","6"
"100552","147","1","IP_ADDRESS","2021-09-15 01:50:54","147.30.95.36","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","et-EE","","Lu  efizjMZexoDsDeSSuIVIQbTLQFzXzhIlZOWEkVCAHADSidSivmAON","MANUAL_CODE","2"
"100553","161","0","","2021-08-14 09:44:00","218.225.98.128","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","es-MX","","xWrYaQhnsUBPqtXqnwvWBtbfgkejnXnLeigoHrBnlDyuzZunigdbDqFwYWvpFWF","SMS_CODE","3"
"100554","169","1","MAC_ADDRESS","2021-09-04 10:14:43","39.51.41.208","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","de-DE","","phbRFGdWLZfGbEuokeNkyzburKfImcLySVFPndmyjrwxhkPbpPmwHxXVaqTsMhjHVamV","CAMPAIGN_LINK","8"
"100555","118","1","IP_ADDRESS","2021-08-26 13:53:26","10.146.166.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36","de-DE","","zeJpIKsXsmqbbSexwnlFtvYKRIEcGXkZaUUckoYELsXRPzpfRRBhdeRGyLJYM","BRAND_WEBSITE","7"
"100556","117","1","MAC_ADDRESS","2021-09-17 06:20:13","32.252.29.35","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","et-EE","","jZjzmEAlpgoHOXVCViNWvNa lFJJkSAISmvvdfBatxtARjLMucL","SOCIAL_MEDIA","7"
"100557","178","1","IP_ADDRESS","2021-09-25 09:53:02","15.86.126.236","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","fr-FR","","DgUmWVuAbhVRXvvvnPNDaKZkHHaZfebcSLqfiSZWSXk VmuEfIlwjrJBIRlVMDXwSd aBbiHk","E_COMMERCE_STORE","6"
"100558","159","0","","2021-08-05 04:42:59","29.35.193.111","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","fr-BE","","IzJlHREOvXONmBhuzhqiFcDzneDjhVqzQHmi ofAIBTJIlcyLDEolHstxdkcffwtDUloVbMTNaw","SEARCH_ENGINE","10"
"100559","106","0","","2021-08-01 10:30:11","137.140.251.173","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.78","de-DE","ikea-android.v5","hnAcmFhSCNoXtUnVnxAVPcMqdaonVnbwKNjLLE yguVOLKqpWBVCbbzHTQUtaWXfm","PUSH_NOTIFICATION","1"
"100560","157","0","","2021-09-03 13:04:57","142.105.213.210","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36","en-US","","JFYRBreWkQrHtFyUGRPEJvePpelXzLhKdBg gezxydXHKTFRmvZWOmnBYqhJrFbcK","BRAND_WEBSITE","6"
"100561","187","0","","2021-08-20 06:06:33","187.56.178.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0","es-AR","","IbZNCTqEPlgFfB GsOzcYEoqmPlcvgOAyhTryvAgnJqknvipOYUtYPCgzeGwpjiJeRhVqTTIYpuzZZHxmKgXtl","ONLINE_STORE","3"
"100562","155","1","IP_ADDRESS","2021-09-20 13:49:53","142.174.60.110","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.78","fr-FR","","rIMdGJoRFpxthlDLtjoqFvLGSBYwywzQhromFKXnuid YRELwJgroUVhWqqnazpXzoGYGTLuMEgRzoYHSwTPHvcLzvg","SMS_CODE","1"
"100563","128","1","MAC_ADDRESS","2021-08-19 06:53:33","123.228.231.133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","en-US","","JSpWhKBKpDOoDRzzLuMsqmqADNaxfQwpSCASXjr TeeocTpiwNToPyNNxsVvmCJzHtwbkMYQlMYbZzBLZwKSinegNh","SOCIAL_MEDIA","10"
"100564","193","0","","2021-08-21 21:41:12","238.238.71.109","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","es-ES","","pYipRmYeUNdkohJtufPjoEH TywzadapuJwCYBtjRwTBOjkfVgYLYXirSxArTWphGBoSluxwCsv","CAMPAIGN_LINK","5"
"100565","136","0","","2021-09-22 06:52:18","188.104.199.21","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.78","et-EE","","FqfAg CZCVRXxBaUgGkMAvYGxPEbTkQHQesmZEzxUpRxaIJpfQY","ONLINE_STORE","3"
"100566","140","0","","2021-08-09 06:12:48","238.231.55.19","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","fr-FR",""," hqqvibeDDevFLOVmzqv HlsbbXqNfWOBlSnGxDGAbYtJchHJUqTSCJljKlR QEIwdDh","BRAND_WEBSITE","5"
"100567","138","1","IP_ADDRESS","2021-08-09 14:17:54","75.150.118.80","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36","en-GB","ikea-ios.v3","bKFADRYMsKrOkIsfBkBNQXPiEZrYWgAmSGVRKfpjMpkyWbePcNkdsfUQdixcXzvvN ppeRedxGOVWNuOBxmtdwboJBZMpQDJFesa","BRAND_WEBSITE","8"
"100568","182","0","","2021-09-11 10:19:22","221.143.69.71","Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","de-AT","","nNqrpTyOLybLPCONyYthPDXcoQfdDlPQppDduurPitoPbzuHMoAoQbgGdLmzwEFLeZm","MANUAL_CODE","3"
"100569","143","0","","2021-09-21 00:02:32","66.193.166.98","Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0","en-GB","","eNWYWHH Re jzXsoEMGrQUYjrLxRxmZcYxGYQnflwPGEqRrgwWXXcrsKnY","SMS_CODE","6"
"100570","138","0","","2021-08-09 17:56:17","219.151.221.246","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","fr-CA","","uJhDZFzPXGtkeOZTVwqJDEoe EbYRRgfvghJDlftoaYsCLkOdoRYEtzqAJvgrBwZRsdkKOg","SEARCH_ENGINE","8"
"100571","170","1","MAC_ADDRESS","2021-09-12 03:59:52","173.106.15.6","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0","es-MX","","g pjMjCiQbxHsFnoNRDBxEpHdAgGBRuVuIYCdSOlzBWjVqMUjH dexrvZDtOPpDKeAlGgibOf WOGmoq","BRAND_WEBSITE","4"
"100572","175","0","","2021-08-15 05:50:06","13.223.237.181","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0","es-AR","","TilXqxStzSkgTpivoUfsDNVxxWUxEdTt wLD wlbGMHIhnDJRkyEyIHikpuHlqgxrshGQq","ONLINE_STORE","6"
"100573","160","0","","2021-08-22 05:54:59","17.76.213.39","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","en-CA","","XejrtBENJIEiBtIrmyXlvusTPxhMhOesRnOwDtjLtVYtuWwoxJERjvdjtPpTpCOxbSqBTANIWwohkzppndCbNsLni","SEARCH_ENGINE","10"
"100574","100","1","USERAGENT","2021-08-13 12:39:37","53.71.167.246","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0","en-US","","nKS dIBaAUfK ZRYXATYUBzbkWygEZTsypojkRyejjkHYqCapwjwmHgUX","SMS_CODE","8"
"100575","146","1","MAC_ADDRESS","2021-08-12 15:48:40","173.30.87.20","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","de-AT","","BPAIporunYvQNllwxWOcyqVWHkPUanOrjyVExXoIllMsYuBhQuLA","SEARCH_ENGINE","9"
"100576","159","1","USERAGENT","2021-08-26 09:33:26","248.123.47.164","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0","de-AT","","IMKRArVKNTfhAxEycEnYZTeeTbxPmuNgaTmwSxYbGEyzZRFziRzIzjYNEASOjQeWnrLOQdTfSIAPf","SMS_CODE","5"
"100577","112","0","","2021-08-12 12:45:18","220.226.38.145","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36","en-CA","","zUgTcytfztzQyqCaINakiVaDcdglrGEugFztwXWqnVsuISVYP KhWVialuUimhZfWyhbmLpsShaDwhUVwBYdKt","E_COMMERCE_STORE","8"
"100578","158","1","IP_ADDRESS","2021-09-21 16:21:35","24.130.45.93","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0","fr-CA","","LXmP sKuHfVgacBpDWlDNglFNZlRNlcrXKsbipKKNftKLRwcuplkJyHyvQuvqaKzxdBvOMMmUSc","SMS_CODE","1"
"100579","155","0","","2021-08-16 22:20:10","75.249.40.193","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36","es-AR","","vawZqgzXSrvciKWYBPcarInrAWyNBzfytCHTNejNVLjGySKyqgQkFimy","SEARCH_ENGINE","6"
"100580","150","0","","2021-08-20 14:36:36","176.2.190.20","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","en-US","","ZIPL evHlzurHoyufvAaLrmBPTfgUGrXrNNOzUzqnewNzjDqtlbqMOljOfmIWrsxQjbVAqZDmtuITW","MANUAL_CODE","6"
"100581","198","1","IP_ADDRESS","2021-08-14 05:08:42","221.92.109.130","Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0","en-US","","ZRDKKvA v uVufALSaxTSzdExhpcadKLdfjlrZmUi CxTuKntvKEmUCzJOCDZdWpJlrevxHPLNiQvqKpbEHizdZTLXKu","SMS_CODE","2"
"100582","166","1","IP_ADDRESS","2021-08-21 10:54:20","134.33.204.42","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","es-ES","","aJxnExwjrsKW AuJAbsF IbuNkUyETVcGaRzApWKy tUdOJeBSjFAcYMwykGoRiPzMHQ","PUSH_NOTIFICATION","1"
"100583","121","0","","2021-08-02 19:11:55","251.54.103.179","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","de-DE","","bAjLbQUJmFHXNASXAvYQQwCBnKYezsEJEVICpOmdSXiHqtTifzZoZfZbWED","CAMPAIGN_LINK","5"
"100584","104","1","IP_ADDRESS","2021-08-17 14:09:11","12.251.57.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84","en-US","","AexlyCVdxSReYrsUiMVwfoqrqhffJzKPJqJ cBuznsHkAlQIqHqhGd","MANUAL_CODE","5"
"100585","130","1","MAC_ADDRESS","2021-09-08 01:46:31","211.144.188.226","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84","de-AT","","wEiihlVphMWVqusonaVgCdJasytefatgAnZzjuKagIlOjbByRicitNoHuKKGDDVarWrrxeJV XBWNLfqWDkCdQAxVO","MANUAL_CODE","10"
"100586","138","1","MAC_ADDRESS","2021-09-21 14:39:00","150.243.123.186","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","es-AR","","KxCoUqTLHrtCcZVsfpUUXeFQJwhivUKWNlnFTPSbSXVtBprBFFjDVa","MANUAL_CODE","4"
"100587","142","0","","2021-08-16 08:44:27","252.10.178.132","Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","en-US","","qzzlelsapiqLXOUIfANsZdzKSTdXZnieXbGpawhsuvJMeRTFwfMXYPkZEFAlFebGQ","SMS_CODE","5"
"100588","145","1","MAC_ADDRESS","2021-08-25 01:46:54","225.27.59.210","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0","de-AT","","ymEkVovssesGMCuNbYUeGyOwzKUofYggxoRUZYdSvNXdVxoAaP OeVsnCIYYOLfOfHi","SEARCH_ENGINE","1"
"100589","143","0","","2021-09-14 23:20:48","140.99.39.66","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","es-ES","","HgXD nnFemqB BdzFWYpkzYkoBjBXdrVEmx vPfRupyzCGrqCsicxqzIoLkrfIKovFZuK","SOCIAL_MEDIA","6"
"100590","105","1","IP_ADDRESS","2021-08-17 09:30:25","53.91.7.27","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","en-CA","","SnlmoeVXHXPPIhKPJGKXaIjXmxZYjAcGjJfQ qEHkEZYgKOduRhKtIbcKSEpehFTctsnFA","SMS_CODE","4"
"100591","188","1","USERAGENT","2021-08-01 13:21:19","8.124.103.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","en-US","","IqISnrf dlCdPtxgyAFLYQJNbGqFIaQIAIqNCOzGsGuCCRWeMWNkRVnBhCoePbSGdXCNkWAfj","SEARCH_ENGINE","4"
"100592","190","1","MAC_ADDRESS","2021-08-25 19:27:11","190.77.232.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","es-MX","","EbdUxcwKByoChtNsMbmBAGllBwxQiuGxQSuscudqaA zQKabecyemowAAgPhPsONsDFRTMhHbQJJW","BRAND_WEBSITE","6"
"100593","132","1","MAC_ADDRESS","2021-09-02 10:00:00","139.50.207.53","Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0","en-CA","","neLTUpvKwqUCaouChHFqlYbEoUYqSYFUaCHU vbmrdyrVETDeLiTEdkEFJCSswC vVibgc","SMS_CODE","3"
"100594","157","0","","2021-08-27 13:16:30","84.121.173.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36","en-GB","","TjQWnHnZpVogxunijQQaKwolshTeWotMqrssJEzqopaMfUjBWqkYDxGQDoFZrnLetfqkCPIxmHoTQTLiTlBKbJWVCbJBUoCODvxE","BRAND_WEBSITE","2"
"100595","147","0","","2021-08-14 01:43:03","236.129.133.31","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","en-US","ikea-android.v4","AlYACsTwjHLPmjCfNancXkmWtEMVBvzvhmktKUIkzeckXFhKbmxPAEELvZSCafRRjchlTURIsLFtHNfYmXfIggPZisbmiANnbk","M2M_SDK","4"
"100596","128","1","MAC_ADDRESS","2021-08-11 02:31:15","16.182.24.19","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0","en-GB","","ytXHjYmFXcdDdkENzraCFmaqftQUnqKqBaWENVXZmncCBuezdVygmwWmVF rXAaeTVPgZaiflBAQHsMvyByDxxlTaWdQ","BRAND_WEBSITE","8"
"100597","104","0","","2021-09-23 00:09:57","194.96.188.12","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","es-MX","","TcQfyVlcvkABuHfuBtvRigftlYJOTkbqkQNvwxXauAnwiVzuBUEbCFxI","E_COMMERCE_STORE","7"
"100598","184","1","IP_ADDRESS","2021-08-07 02:34:36","111.35.156.97","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","fr-FR","","OAWLpoEyUBsNhRXBCgSEvj g sQiFhYQMyQyCTSbdJuXYXopdwgDiMrfTMDRiQAmcUFA","ONLINE_STORE","2"
"100599","179","0","","2021-08-18 15:35:03","151.114.138.71","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36","en-GB","ikea-android.v5","ZRIBNJfHlsbJWTQDoR L OwHppYSEBUoKzxFEfgfjTjHYNZwzQed hNBJCCJBccUAZ","PUSH_NOTIFICATION","7"
"100600","165","1","USERAGENT","2021-09-22 04:41:19","43.145.132.37","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","de-AT","","scXRcuxpFFWkbwPPy toIqTVUCQbAoaXcpeGPKzlQfVqFXZoFyPxbPxwDj","E_COMMERCE_STORE","3"
