id,datetime,session,journeyPhase,product,referer,unnecessary5
1005698,2021-08-24 11:56:52,100838,BROWSE,118,ObC,Oz aadpdECmVEZPuuZkKXVdFopOwFwekOugenoOnPnZCIMjqoQqevpHsgMDYdNGejxsAluKMaiPWBAzL
1005699,2021-08-07 08:09:36,100260,BROWSE,141,TOMaOcLmwwRTomddWrrqJ,KzizxRwWdbSerTjChpYaEwLlTaqhI SBOHjbDLGRwXxENSJcZ
1005700,2021-08-25 00:17:26,100748,FILTERING,104,dQiOjSwg,vVpAXreOeAK JLLwngUJIVkKlNCO tAolPrGcbzltnLcSxpKQZDVyxULC rNwpbTHSkcafxNbisGZAuvJkuoUmeicITEi
1005701,2021-09-13 11:10:56,100184,CANCEL_PAYMENT,145,LP,OIflpSeClaBUjCPhKfBmuhMVVn
1005702,2021-09-06 02:15:19,100388,SEARCHING,126,eUgSMiKDFjVrIzORPfX,XEvoNGMWILKEHhFXRqmuVLyqLZNRXVTAnofjNFaYfCsxebOIOgqUgHbbdlEBWiwSSlPomDmdh
1005703,2021-08-28 18:50:26,100656,SEARCHING,113,SXHeDlBWavAYo,xIGHBOaeNOZbVlIKHycJQZbRCRBrbcFYnmGVkpY IhiwlPyRDYgkvtRUFtHqaOHPZzpJhamOmAKcPvF
1005704,2021-09-07 18:43:21,100458,FILTERING,103,fNtFuDgPozhehiHfPdcLvKyQnZUG,UftzrIRVtQvSPUkVIp JJEPxAJnnxWiZUC
1005705,2021-08-11 22:05:29,100502,SEARCHING,107,qMHyPCqYhCiaUltEbon,CimowBxhopbkktbwDCqMnttQLIfAIVbOTEidTrnodPCwMSHq UowTfnZeuPyc utjqReCXFAEqBASNtjBNNqsnltFtpR
1005706,2021-08-09 09:30:54,100161,COMPLETION,122,vitkdgADpjOIer,JQfEvKscMceoeyPFepOBVCffWcgcuXzMzgGufJejtP
1005707,2021-09-02 08:34:33,100574,LEARNING_COMMITTING,139,oZaRtlp,hIdSteTJMRAMNAigLVxAXtStuKQSEviRlBYYNsMTPGxaFjoujboVrQZHoqBnQuPi LYieLggY qKRxvJrphM
1005708,2021-09-22 00:49:47,100282,CANCEL_PAYMENT,145,gFWowaHBXQSYmgxYPpDc,FLWyqevTKsBe
1005709,2021-08-16 16:00:35,100187,LEARNING_COMMITTING,109,qgbvGZsMVSuugdNEfMYNJPEXaWK,HbfvYiNdhawXOQr LACxnEjjG LVEo TKWIXikJCFKAC
1005710,2021-09-22 15:22:13,100546,FILTERING,135,MjyHLhNXgEnNKHoZmLLTurRleRvwG,ASqrKpplmJdbJjJRmSWgkJDTWjkqSFxdUBAvzWtGACIZgJtHTkPmrbEPhziJxZlJqzOur oMdEygBKevsDkNP
1005711,2021-08-06 03:48:49,100510,FILTERING,124,pyGbcgnmNTctWpbHSDpZb,ydXuRCmAnDPjyQmMYeooeHMkkTZspthQ yndHgSgKHdHycShCdeKWfrmtyZaukDSZdYKwdhxTWCnSE
1005712,2021-08-16 02:37:28,100003,COMPARING,142,g,hYErDcoTLapFKGzZyWchVqqo ANKkzaCGPgsxYiYRXKT eafuZumWriYExV QsxsVoTLny YDZR
1005713,2021-09-12 03:41:15,100225,FILTERING,141,lXWaBYAtuCuejEjwZlm,lKQQJlUmHq cqCMXPW
1005714,2021-08-21 19:14:43,100476,BROWSE,134,DRcqi,VEdtTiPYMPmNljkaxEXESyqMcoyrpq iMyQPQSHLbblMmoPCqXw
1005715,2021-09-24 07:14:52,100283,COMPLETION,132,StXmuQizYOUBnyrE," KOfwaKequGaFmQecxgamGElUNAJNfrhmCDjIGfCrFrIAPDgTJuNXJYgaDlWFXgm"
1005716,2021-08-24 02:16:58,100971,COMPARING,119,EpFdCpUOkIGSjX,uvHfwoBMwthqjIIGCHcmTcDYJAeaJO
1005717,2021-08-31 05:42:42,100405,FILTERING,100,zzSRtSuRDmAbaaVvifY,CXeLYMYwTDyiDpVJMsmRgMvrdbnrHmsFINxXMLdPpcNIFhBdAbJkCjLstDOeikR
1005718,2021-09-12 01:26:34,100853,FILTERING,141,VJNEZybmWGYupAbgKgxGZ,aEtoquZfSeIWUymEAEJpNlOQnBNXW
1005719,2021-08-06 14:40:39,100670,BROWSE,108,KQvQcFkuhOXDNt,aOiekuPzXFFMEisC hoHjaKYKFxNBJCNzAeoYknCljpjqFdEUcRwGiSmWrg
1005720,2021-09-06 19:59:19,100939,COMPARING,139,NwSDNehzQoWjNaGcDoMKBdQERDx,gs genDvXIvXvAXVojmyOvt
1005721,2021-08-02 08:14:22,100693,COMPLETION,141,uze,vzbvP ovTmAVlYUGM FuaDpOiYCqMoYJQDsTLBHPdQdDFGGIxudHXNWEXXNdrC FWDpMTflVeurWZEkTGTtplN
1005722,2021-09-26 22:20:24,100905,COMPLETION,135,KObTvQFoYcbkPSXsNLxFnNnALvh,qvgrkkCdGMiYUKdGwsgfRvisPocwWxyxgnOxEDLIBcdtwCUSFvIA nU
1005723,2021-08-12 08:56:09,100251,COMPLETION,140,ENiZmmcoWFZUGXsGRsivx,grXdDYreWPCVMMCgaERacWtPQSepWoIvWodS yPsLOhaYjrBigCTvUrNCUOFakSqw
1005724,2021-08-05 13:44:27,100821,BROWSE,107,ZqsiRIKAQCLFcI,eSKWnQAmzGyW lGwuemzTdarTzWsQjXuiykWeyeYZHtcPpCEXMuhyhdCtmuIxHIrfnFjBiRyrhhPrbjvLwLJDTcvsUbaKsLzluS
1005725,2021-08-27 05:13:42,100844,CANCEL_PAYMENT,149,TOmIFBdcROnqKBHhQYxSTeaGCEZoA,KhNZygaRSlLpgufadZigiEMgoLmTmDPXapOHZSlJsVpObbyCvaA WgypAiemDdyQNif GdtjyiHMkABZKnISNFnXIbxmFXPNDy
1005726,2021-08-21 12:23:11,100033,CANCEL_PAYMENT,137,zJM,qUwyAfZfFpioUdHXLeYaXFtBvNxkTkb KUyKQsm
1005727,2021-09-15 16:51:47,100490,FILTERING,148,OmZGpvFvZwgazstetMofmrWXUwOU,wZLjbfvROgBIDyzbASjsoybEMnEjrUzWrrgypdJQkTVrYEgXUBvzqzaPhPFgLZkBjFWPiFjVDXkxENFsVxXCPJdx
1005728,2021-08-21 04:48:46,100168,BROWSE,108,FlbqveMxWKRPLeXpK,EpnyxgjNwJQglswiaeIUWB imROnTEfNwhgMYeuJtKaryAfUaDonPDntjzJKWqCShSSJOe
1005729,2021-09-11 01:28:25,100960,COMPLETION,144,ZfAEIRrUiJKbNOKKrOMoEMPhEQdql,dqIWfSeOFqZXykPxfDXaTcgbCHXRVpxbslnUInzwWjsAGlqbxdJBuLlAUDggsGQUFobnUGjjZdLsWNtK
1005730,2021-08-10 03:19:20,100589,SEARCHING,125,WzRiHtZOsCNHOf,uYrkfLBTEMsYBhRPibjUYSXvpcoSJWHC C
1005731,2021-09-18 18:23:26,100202,SEARCHING,123,JSiLrfIzbD,IDHLLxeEeBFjESeJyoRSsMrVDwahZfc
1005732,2021-08-18 13:44:38,100472,CANCEL_PAYMENT,104,WLkm,DegzIYKlOBNfhtOstdKChMKNM PfuvMfedBIomCUrzKtxrNadUBGXEFqwMlSGnsWNStijlRFnbfUroSDCWePv
1005733,2021-08-18 23:40:21,100614,BROWSE,106,hopwJqamH,qqGKVAhQfuTtzxppVPfsZ e ZwYKebqZ eFTm yzGBpCaXdKtCQMbHGJrBxfPiQQyfMtokqpBpwAgpPplLfAoRHOkW
1005734,2021-08-10 16:04:03,100674,COMPARING,103,Eriorv,jfodAbdvukiHubtAyhlNGaMQJZfDodA VsnmwWTQcvWJWtyisycyipMOBHEAjrF
1005735,2021-09-15 04:24:38,100854,CANCEL_PAYMENT,119,BhqrlPeciRKyQ,fsepKyifAAGtJzVVNgafwSpDLO
1005736,2021-09-19 06:57:09,100363,LEARNING_COMMITTING,108,aSLEIfcryVsNKhrxX,YOPrkWpXPxMzUFAqNgIytcOYUw
1005737,2021-09-08 14:14:05,100905,LEARNING_COMMITTING,110,yiPBgnAJNsIXovjSvISCMCmAeuSKOl,jBbkJkjyIEJyhOdLIJdC IVuZnxYpCXDsXeraq
1005738,2021-09-05 05:55:08,100950,FILTERING,144,n,dnM OeSuVTzQebgDORCeSykUwXyrxvyGaqQzxSztMJlKPCGbnMDwRBGXjFhxHCRVd
1005739,2021-08-23 23:20:46,100900,LEARNING_COMMITTING,134,OTYBihWhQwRoZzhzfyTMIA,stZbFcGInvTLaNjGxnLaTmzzXXrNWNJfmMTEeZwVbK
1005740,2021-08-20 17:25:17,100365,COMPLETION,103,NNVEBXaMdb,ZHOFZHFhsu XjRVVksoFNJNVqPtBhKTaRzHEy IumyTmNurMwPRl
1005741,2021-08-08 05:14:40,100542,SEARCHING,147,tVNjLd,AMRwbMDALyPuxdHfvDUPlgcxNmRfMY HIktEXUYGaosSWGpRfZxq cMlgjMOwR
1005742,2021-09-21 02:56:02,100655,CANCEL_PAYMENT,128,HCTNCPiYQgOQZGGXphCJJ,rstfkOdGeWiDPhU  xHmQ ZSydtmCmRrKGgQzKvDVMLXjXCsrTynZURBImkqYvniNEthPeDgncocypZdaOYGsspOlMAmk
1005743,2021-09-20 23:17:42,100545,LEARNING_COMMITTING,137,IpwmiyhUqUmFtwsKuNDbpAywXo,appRvcgVKsVcSxvwfJPtxDYJoAdVOHgTNmDhcyNWsXJ IlRjiLzXFZzYJFkxOjlxRcEjMVLXMzy
1005744,2021-08-08 18:49:26,100559,FILTERING,111,iMmlxofNdyVnQwvy,GPdMgNWEKWWcJpLpPTlvkmCGWdUjPkwEIrkQyNNaUdxQVGI
1005745,2021-08-21 17:07:00,100159,CANCEL_PAYMENT,125,NPSAqtBgBcMpgEdS,RuUsYvHHhdes qtHBtjKGwogaWVcMzGgyUgAzAge jqJuhDravS
1005746,2021-09-01 22:32:40,100483,COMPARING,121,xrwBdmbCuOdPYNDKOFcBkar,WykrbkojaSvqGrcngb sRVcqMQmDaYIHUAdafYDQSBh ifsqdYTSnBUfuayGwihZwXy
1005747,2021-08-05 11:09:49,100130,FILTERING,116,uiNXrvsQhlZvhyl,vRbyOJJVugbssWylUPYHdianpYPEHBWFxaGaqSyaLQVFXTroHNMwrwxopDrHFZlGZovMcn YehPlIRsqckdjrEMuc
1005748,2021-08-19 19:56:19,100639,COMPLETION,145,jnntqvqTcmuPBzjOkNsaZ,JtGESsZhqCMITbn iJFadqoIZmCkYUCwZuwV
1005749,2021-08-17 11:11:47,100727,SEARCHING,116,RRMQRRkLatUbiVyyV,NHbAArUAN JJF rvJyI
1005750,2021-08-05 01:09:17,100820,SEARCHING,128,ECnYYLquOxfxrsJ,FZOBHqUVhXhGSMdcNiwHyIqxZdqcMstHXzCjMKRdCuYlVNr
1005751,2021-08-17 10:09:09,100075,BROWSE,124,yMhIgkbYcPUEcyjpPWCFxTRx,nkEmodfThaRaqoRYorrvhROnJwCaEjZOOModOkECi pLXEdzcnhZyacetBdvxGS ogsBtJAxyIsuLgrSQseFmrnks
1005752,2021-09-27 03:08:47,100336,FILTERING,139,kSXsLKdhiyveBGggNJsmsxvGkObcj,TrPzUNQspFRMrHMK FJWJsNkkSep qxzcpqLOVeHmHTMhlvsSCZIOCwfFFolkvLQNLKTdvxVVOqJSNJWXW jlXYVR
1005753,2021-08-08 02:55:45,100782,COMPARING,143,kuTEWIMY,ItiFvvHyPUUfPeOscQZTYaBSaaRHiJlrBdbnoJiHzUZiwdemWkSjNpLmmlYHWDONkCaPujTZHa Q
1005754,2021-08-05 01:33:35,100694,COMPARING,121,AKDzQulBHzZaBGkk,sRLXOwKNnqD ykNAvNvsA
1005755,2021-09-14 11:10:08,100658,SEARCHING,107,BBADjGtacms,KmYnxcVGSriyNy ITrbJMyKKWJlCrfamzuofShtukpsSaTsXCMhaQFLoeUBUUBSYbjGAYgQGviSUuVXispwbhrQX
1005756,2021-08-01 04:51:46,100974,COMPARING,125,XVWTNezQfhSZttMc,ouaGhaxrDLCDmjuARdabhISEixxWUxmQRaaxOnjjSnUKyAhtfhiwsp
1005757,2021-09-15 21:42:28,100810,CANCEL_PAYMENT,101,,"dpuvrnpP Eugp "
1005758,2021-08-22 03:23:04,100559,FILTERING,129,pDHCSTZmwNaEjcIqZZ,muizTKGBeth
1005759,2021-08-12 20:25:09,100849,LEARNING_COMMITTING,107,cTYDQGDKIjp,afmgBnevJKjYhYlNieoTBfeTyJowzhfHnFbdH vZMWHlcmqdX SWMtWhmg nPJmjTCBKxOjCye
1005760,2021-08-01 16:55:38,100597,FILTERING,137,ggPE,ekwoiPfzOaPLuHFXDPIJFZJJCFKmlfDOmYtKNfEVargOmWFNKyPK
1005761,2021-09-03 21:09:57,100837,CANCEL_PAYMENT,121,osnmPbzLBujWyvDwXWJz,UAnUQrJxCvMnumxSZjWl
1005762,2021-09-20 00:31:11,100538,FILTERING,113,hbNtUbRTDdJFMscCCdUoWciOdNpoV,KwJVAhkJoFCefAbcGdoApaoPQZEYRXUOXWBhMJxUPIZZUURIFTSuetTOXYeniaGtdyLGJdlbbhQlacSkHOKrXJINzMSe PtM
1005763,2021-09-02 11:56:28,100464,LEARNING_COMMITTING,128,MJdHnQlTMnNMnojKLvwDZHh,yfSaVAnUxwstW
1005764,2021-08-27 13:57:05,100510,FILTERING,115,TkXZjGLzgQTxlxwm,lDbUjtnhcDiMW
1005765,2021-09-24 20:44:22,100723,LEARNING_COMMITTING,117,OtUxtRyAG,KziOCrkyCKzr DVUVdOKGBPTlzQWfZchBlQO qFAgVWK mpjeAGRluARpRMSNBDNPZYUWEuMcQtDLWWgxblHxOxaAh TzrNyhojb
1005766,2021-08-28 15:17:43,100132,CANCEL_PAYMENT,110,IZTNcbDfArwEKJldvmk,jZwvctxQVZvcmnQASGMOMMflKW
1005767,2021-09-12 04:35:14,100728,COMPARING,138,BnplhpnSUysVCminxfgoJ,"amIesFLUlrYIUFd "
1005768,2021-09-02 11:00:53,100564,LEARNING_COMMITTING,114,TtETUlNzMekhJXQrjAeqQthXZbI,"QKgAgWpvf peFATqFioXOwsK qPAJWqsnRXiAfauSowKCnEPSgOfbEkZTbHra "
1005769,2021-09-05 13:43:12,100586,COMPLETION,110,QMnftWymMOIoidJKYXxZAewWW,eXvuqJj QMGeCwWrmujBn
1005770,2021-08-29 02:38:05,100906,LEARNING_COMMITTING,112,ezfJaSEeRLtdyEGe,xrPslizdXNkHQCfVTbXYPvlXNvyrXidK HHUibHQaqROqsQYHZmWMJjvHbCwamCLwPiFrPZpVCeFrW
1005771,2021-08-14 21:42:30,100706,LEARNING_COMMITTING,126,FaXReKrcrDDnsSQXIirQjuHTrfCaq,IXIQDagiBkOUxz
1005772,2021-08-25 19:56:00,100255,BROWSE,117,fyfEwkXqYTMsuJxdBE,NJSGflSNHHDWeWDiJFpZqfavytwcFtqkJ
1005773,2021-09-18 00:34:15,100735,BROWSE,109,cAziczmpDH,KTEkscJyjo vteMGbPcWiOwhxabUqBeKFgXscrlxLtHAbIcMFBqaqcTGOWQIx
1005774,2021-08-13 22:11:19,100159,BROWSE,121,XOjNlODJecp,zOzAvFiqgLAWcmTVjVX OpMLsaMkmMdjXIFltPdzsczQjJAJPmvupghQPZNAGOMwTJOWUtKICPIQRNYxBGH
1005775,2021-09-02 18:18:26,100939,BROWSE,138,,NQunUqLuhMyqPEfBuPnSVGyYAKWpWIKepKvudcpDkPqWopFAFUrUBiXqIrbXz
1005776,2021-08-15 23:46:49,100249,BROWSE,103,TjYTKhiQtLyJXDSFnWyfMN,tnVjWMDdBTuSNYQkbMFdqhzi UWVuuf
1005777,2021-08-11 04:55:32,100497,SEARCHING,146,kFYWJXHAjBGwDUkqm,jfYdBrdggHzljsTGaTOywBWCmBBaGTLZyViHg  CErPOdtdl
1005778,2021-08-25 17:13:09,100964,FILTERING,111,UbJXLBlvSxVgDowiLIWT,KuSHjmBEZOSQlVVqjVBaGISpHLpfbtRwkrOAGjXGTW
1005779,2021-08-14 15:10:53,100503,COMPLETION,102,ihXZyppTVSGyEYpEAalOeafjvp,kBKIeQAVzNbhOgSiUTWGLSBPfSaRdusbsIyZvCCBNRDjZbdZMhreMbogumZutrzCaLpxaNNAQscNxkHG IWTzRroiWADAFEUfu
1005780,2021-08-12 18:30:06,100310,LEARNING_COMMITTING,118,yvKOAcokOyFAQugMntHzkj,iSGSsFvNjpqPLmJGjbAnuGKEjZKsMjWBoebdchxJkkOWkYV A dKP WEYqPGHycQZpLcuLX fYxbu
1005781,2021-09-11 03:38:45,100954,COMPARING,115,zHfdKFZ,YFagTBdgKGXkNXnogBHKOVsDUCq feLcrmwmVMpiDE hfohANc vEGroxTaVicRveeLNvqameUZfLuClurSZTYl MocqlVTntM
1005782,2021-08-06 05:51:30,100914,COMPLETION,110,NAT,avbaEYwsgnlPLLjwWDjTg FgSrLZanjdwEYHWTIZYpEnIJZyAsFnfyVuPFhVsk
1005783,2021-08-29 01:01:51,100096,CANCEL_PAYMENT,108,JTJvoOASC,kRPHxOklkmObXHUKWtWszz wfHprkDeZNpkeqYknoWEFzEFKwSrgzWbArXJCZdHPNKoQBsRlaI
1005784,2021-08-16 03:24:17,100489,SEARCHING,143,nkHoLamwxlDzKecgOESXmwmEP,aPVhaKPkHlkkXfLdXhfSQEd JWRpyFqdARdzbyaKlIGPbMjDFHE qoHMJvho
1005785,2021-09-26 09:01:24,100255,COMPARING,118,SRNuVMkYnHUdguueEFxjkmCZBmKGRT,cNStS bNxe ziRJmE
1005786,2021-09-12 17:08:38,100936,FILTERING,113,rwwikpcUCosN,"dFxsEPYOczlmWGEMDzyHKPVjGFAazMoIhBWgyfurE "
1005787,2021-08-31 15:35:57,100129,SEARCHING,119,URVzxq,QXXMTYWOdUnxhcAJEZLyGGCGCIYYLdjyfuaPENRDwDzfnuoojqCTIPCyMyb
1005788,2021-09-06 18:36:20,100182,LEARNING_COMMITTING,131,YyafpfhcpsguDJtJNXnCNnasUwFEZz,gpQXNelIAu
1005789,2021-09-07 02:21:31,100412,FILTERING,111,RmIsgUUkoucBfZIkcd,XpFcyqjluQVPztDYFRfkTmkdWwMlHwWSqjWsnyUPqNRlfTkgBjP GSFQIXJfpsGlxggbVPsVsAbLojMyODjw
1005790,2021-08-14 15:57:39,100288,CANCEL_PAYMENT,103,jkMBrgwMjMHGQrHBiuUdMpT,vImgTDIpeEOzMDPtyYQ fxSSwSkNnkVBgwURGFwEWLHMrndgCvCt vxeOJODiKjYGfUxhVPZPXdGCzLNyupMLiRPhrVUcTPtInJ
1005791,2021-09-20 20:38:46,100195,LEARNING_COMMITTING,149,LPQLaPbwciv,cXFiFhHUsSmfPEaEIM
1005792,2021-09-09 23:23:42,100097,CANCEL_PAYMENT,114,XJytavQRDu,LJrPhsHogJQwnhOiuutfn emZSqYYvqAhOenskiuxZHbfmfDgbAhmzMaFuanQznDcFApetkQLcfg
1005793,2021-08-11 23:14:57,100911,LEARNING_COMMITTING,118,S,zpEuZURRgwJLWfyDPtANmuWEpgxhctmxytQpO zoOVjfkaNnSonAnBoN WPU OCKEBMpPFkkPdHmPbcYcCLCpFHLECvPIds
1005794,2021-08-09 05:45:18,100583,BROWSE,145,DCbKHkwhc,EpgUsZhlApwaBruhvzLJXDcvvEiRxuXyCSjgmzdIt zaqLXTanPOOqdySWasxrBLyevAtcUXe fKipVovFmXHqqltYKpBfoYZa
1005795,2021-08-07 16:06:46,100779,FILTERING,127,zfJjnafjOyLhcsYGYzH,pFoCVvjtEGpakmOxOBUanHmterkcROktNbSqlraIQmHxpFU
1005796,2021-08-24 20:50:37,100549,FILTERING,107,GAASQZzvHPTLIPoI,awjtqkdibPmZRmMuycNNsgaxkSiMs RmZQZkprnFFZZsjpGMrUggQAparTXznMDZJMO oDXa
1005797,2021-09-11 12:56:41,100052,SEARCHING,125,CmZORfSztuhQOHkoftjBWGQEnTea,WrCdLvsRbzHXhqxVfZFmBdGjXzfbJwQxeCabGQczlorDYgTCNobperpSnoZyeidlmLOmDgdbixMHuxaNWLqPnoemmeZLwihYfnvm
1005798,2021-09-01 11:34:05,100383,CANCEL_PAYMENT,142,lrBqDWEUVxULTcyzXg," MogVDX hP pMeoAbAMtqdXrelz"
1005799,2021-09-04 21:41:12,100969,CANCEL_PAYMENT,109,rvbJIFFaaAZudQgXfqRIvCM,JAuTTLwCTeGJXDgJsYWCHttbEOLePfgDzdDaBYtSyJkYbqOdp mtIXVeBZRdxjf
1005800,2021-09-06 19:38:17,100181,CANCEL_PAYMENT,143,WvdWsBCrUKGhliOfWQIGSQufv,SuijcfidtJZNEsMmgyChmfAcxeCOWGEyEIYIY rkCqjjHLCuoVQ
1005801,2021-08-15 14:33:49,100896,LEARNING_COMMITTING,105,uksph,QjGOqeKtJeEpUjZUiVsgcbMLsDtsykZsygdVnBFDvjhzwAqRhpSRDeELSRowkoADQzxpiZqFhuZqOxlKn
1005802,2021-09-05 13:47:47,100972,BROWSE,123,sCPqSVihosscFJoS,PYFmfcbEPnXu
1005803,2021-09-04 13:41:16,100441,CANCEL_PAYMENT,111,SJ,hNnXrvVzHuwmrBlRvjZqUyeY
1005804,2021-08-12 05:15:14,100895,COMPLETION,138,ffW,fgdhtrawxRIMNgWWWQilTO MZO KZeDf  nKnsQ
1005805,2021-08-07 03:01:58,100513,BROWSE,118,HNgF,FLdLXFooUvyM
1005806,2021-09-22 04:50:14,100482,COMPARING,119,HubmrlQPSgCtViYKM,KTpuPktFph
1005807,2021-09-16 18:50:21,100674,LEARNING_COMMITTING,123,,ZfcmzCgzwBQwRWMEOvQaxEuEEmGsEfW
1005808,2021-08-27 07:59:26,100312,COMPARING,100,,GmnbAXhvAhYGyzRkIfbrwXhsHVtrJnEMxTKgPmIZbdUTIRnLFjqeEXyeZnqVwbhPwqhrTyjIBN
1005809,2021-09-25 17:38:14,100418,FILTERING,123,qmgYmYfcsnUjnUukVnyfO,SshWZYzpEqkDa TtPHdThGkTXoSLfvbuNRUMTItonBMmEblbrASALFWaTpLeMC enxOzRcDXy
1005810,2021-09-27 00:37:19,100841,SEARCHING,109,nsGBIPKDUiDMZJMkwHBIiuKPUZy,CbzcFWktENoUJciJZsCMxNIICdcEOMpUHJ
1005811,2021-08-05 23:29:50,100514,COMPARING,135,UBaeyQFNmDLaENCURvolSQvfykiYN,wPAgOcIebZyZj iDDYwdlZqAciucnvuuUJlVECLIDrztVUiyuXsqzDYaCrXSfhDTCRJctbq phGLkuViJbOcyvDV
1005812,2021-09-24 03:46:22,100534,BROWSE,112,wKPdudyo," KiSSyUPkomQizvEkKbGsIdZYektXJraTyFlyJHMQbrkLKdhPR deZTlluWUQjUnb G FhaAcFRtZWXbgbS vsKuqptbDYW"
1005813,2021-08-04 22:05:37,100155,FILTERING,138,SIlv,EXMEosIO zyyAzlMOTtJpSosEQcIJUpuGvrrWgkjbYidlMRwpgfPjkHlNELOQZrTWKSXhKumGstd
1005814,2021-08-02 15:04:00,100030,COMPARING,131,TlRYzwBUDiVvhywSyEOxVyjymN,qgkNjLNFTRdWLKKcKwAErBjUbtdKqGWpfGrLSKpoZCJAwACbpAblEQjgVxRADZIijFFhvEltaHGMSm
1005815,2021-08-11 13:29:54,100601,COMPARING,138,xQyhZHVbiCDmfIFUliuYoXDNAjlnk,s rilahdFRBibBKoqSlifvgBjp ybSPxnSGoIqrJZMOZKnJzxxvPaBjQvyBQqcYcwYhCm GraqdGVYonNffKVHhC  RBWc
1005816,2021-08-08 20:46:03,100257,SEARCHING,149,WOxxoK,lUPLpuvfvbJqIGLsrWGQTZqaGYG
1005817,2021-09-12 13:24:17,100410,FILTERING,105,im,AOEtGpJcpGVBtDKRWmPbConHaKLghLhmKXzuAdFHeirphDTNZsGbsUjEgLgSsf LbsqLI
1005818,2021-08-15 07:13:06,100022,BROWSE,102,F,ETrctsTMqYYTnWNQcrGFBkFlHJYWIzOGyerFRHdaloIduyupiRjhtAfYzFuSZpjnCKlSxrXucapV KhsUyAdiEPCqYLoHx
1005819,2021-08-21 14:58:19,100738,BROWSE,128,vNquzXyjEDTFNIYvfnpdFvg,TaIGvGklsHXBVCFjbFBrvDPNYiWZIJ kifSZYXfsNUGYkmqUsIDHARHbIOsNfzEGPQTMKQMoTlHqHrTy
1005820,2021-09-26 14:08:17,100871,SEARCHING,118,qR,QstLuyqTqGZDECCuspXCYXdzNUJ WpECKjfPLPbn ZHk
1005821,2021-08-14 13:47:54,100658,LEARNING_COMMITTING,139,gtLZQTpUIml,QZsobSZrHaHuvRLjJJYJLJFPdwDbwFPKUV gcpeIekiYQzuUmClqvi iQJ
1005822,2021-08-09 11:21:16,100145,BROWSE,107,bJyCxNAsPDcA,BLGHrQiAUsmk zitLoLagqCByESlhwpytGbhjQgRacoShnGUkyXrvaCDWgfvyeFjmFfdpyFcanxQWKbKVvcNWbY
1005823,2021-08-03 01:53:59,100232,BROWSE,133,zOIIgkdcbv,RToufAoda EogzSKYClWmLlkGLmvnzUfZtxkTdGOrMTUSruexVXtiOHyzTjaus
1005824,2021-08-17 05:43:34,100616,BROWSE,101,PdJANbLyfQbxiBHHVdJyJkqixDgAVh,jdeHrVaAaXfRZpHwPvoKxpVkjzJuhadQWVNyGlhO lxSNBiLYSd
1005825,2021-09-12 16:52:27,100666,COMPLETION,125,KuFFsVzqFPWpgT,"gRcTstBBzcFNqFrsVfjWJCYhjCMcuRrKsRhfPsWOAAlcZwTzznBUT "
1005826,2021-08-22 07:48:10,100617,SEARCHING,123,Nk,BJbWhIoJiPyFasSkTswpTwQqqQmEkcrPeleAGPgRFxZqmuENBLpQDS
1005827,2021-08-02 13:39:48,100938,LEARNING_COMMITTING,127,K,jGFijBMNrTCIXinEFXAOkCRGrGiwxjmKPtChlZaS
1005828,2021-08-31 10:33:32,100470,LEARNING_COMMITTING,144,XWdi,crJuxZgEyCPacboTLOKCFSitRK UFWuxiZcwBJyYtFeTHxJEziGDxTVtlihwArYWIJHx
1005829,2021-08-30 04:41:26,100397,COMPARING,110,Nu,pphimAMdCJhz OWEgGSJlUW cMdPdRN PnzeAhrYuadQXgYmvHlANTIGvpZaqgpzAcsuFPZpGwrPPLaRLoHaoXFirojoKsEv
1005830,2021-09-22 21:32:44,100813,LEARNING_COMMITTING,123,,pHtXNPypfmZ zbqixpvMenoinigLqihOqlGGGyWMZCDOCUyrQACYZPp gKUzSukWPMKuRotfjPcNcSghLgWrDkQEBNpjQVjs
1005831,2021-08-05 03:19:50,100678,SEARCHING,119,aRYZBNqXrHqeTfY,MVKFLhHhViLbCFVGoNOi QdLdgCsGOrknEsLFIRLihlHOwZy
1005832,2021-09-09 07:54:01,100026,CANCEL_PAYMENT,123,kIHIBShEJkyjDSGUm,AbYbcLvklCdQkAHrtYAdRDuJxCttmrvfnSmYLoltMKpztw
1005833,2021-09-02 01:57:48,100290,COMPARING,138,AbdhwBnQacGBQuININzxGJOa,GcInYkXwsXYqCgBrxxDgjUtoUDTdEFvMsjeunEFbLXLwDmAXOAjFQhjKatczFCnjyVwzNjxSAJSAbjGMnteuiUbH GT
1005834,2021-09-26 00:46:37,100936,LEARNING_COMMITTING,134,BCkOGWI,bwWMNHrtEcSTbdAOlIhxhzOYsxrUGibwJRObdxTvhPHMMKDrQvW
1005835,2021-08-03 09:42:34,100410,BROWSE,138,FzPVmvFDhGwQOIwIZQzZADIAQVRCW,VAUZzCKkqOEhpRi iSYKqWbtL RLRlsZcNcBKoqjiTANQxuSLKqUVCKJOprvMKHwWmrIaV RrwxS CYfyCPfzkU Om
1005836,2021-09-10 08:19:59,100174,COMPARING,127,oUmsZmixHJFSZkVOpMdJgiplTEwBy,CRwZCqrajSXqAufn
1005837,2021-09-12 16:27:44,100462,LEARNING_COMMITTING,110,hTqVmGDaCvtt,CHJfOtnDJSGrVeNm vSjpGsUmSqwwonhKFbMewH
